RANK by cap,SYMBOL,MARKET CAP,PRICE,CHANGE 1D,TRADING VOLUME,NAME,BW logo URL,White on Black,Theme color,Theme Image
238,QRVO,10.16B,107.08,6.44%,"1,631,311",Qorvo,,,,silicon
318,HCP,6.76B,33.6,0.30%,"1,613,003",HashiCorp,,,,silicon
464,FIVE,3.66B,66.47,2.31%,"1,611,715",Five Below,,,,silicon
216,FLEX,11.53B,29.03,3.31%,"1,600,749",Flex,,,,silicon
280,DUOL,7.79B,178.99,10.90%,"1,597,498",Duolingo,,,,silicon
215,CHRW,11.56B,98.57,0.82%,"1,569,285",C.H. Robinson Worldwide,,,,silicon
288,SMMT,7.42B,10.24,8.94%,"1,552,171",Summit Therapeutics,,,,silicon
205,INSM,12.34B,71.81,1.16%,"1,536,713",Insmed,,,,silicon
229,DOCU,10.66B,52.1,2.06%,"1,532,872",DocuSign,,,,silicon
290,MKSI,7.40B,109.97,6.23%,"1,526,685",MKS Instruments,,,,silicon
31,VRTX,120.27B,465.96,0.02%,"1,523,926",Vertex Pharmaceuticals,,,,silicon
484,GLNG,3.40B,32.69,1.93%,"1,523,264",Golar LNG,,,,silicon
86,GEHC,37.59B,82.32,3.76%,"1,521,398",GE HealthCare Technologies,,,,silicon
446,WAY,3.99B,23.84,10.47%,"1,517,572",Waystar ,,,,silicon
90,TEAM,36.13B,138.79,1.00%,"1,512,611",Atlassian ,,,,silicon
160,BMRN,16.73B,87.9,1.85%,"1,494,828",BioMarin Pharmaceutical,,,,silicon
417,BGC,4.44B,9.11,3.17%,"1,486,529",BGC,,,,silicon
314,LBTYA,6.88B,18.84,0.43%,"1,482,484",Liberty Global,,,,silicon
58,NTES,57.75B,89.61,2.15%,"1,480,409",NetEase,,,,silicon
94,CCEP,33.85B,73.3,0.05%,"1,478,796",Coca-Cola Europacific Partners ,,,,silicon
36,LRCX,104.19B,799.13,6.83%,"1,478,379",Lam Research ,,,,silicon
244,CHK,9.51B,72.43,1.29%,"1,458,755",Chesapeake Energy ,,,,silicon
111,AXON,27.85B,368.46,5.50%,"1,447,191",Axon Enterprise,,,,silicon
214,TECH,11.56B,73.37,3.40%,"1,433,587",Bio-Techne ,,,,silicon
122,GFS,24.46B,44.33,3.82%,"1,424,168",GlobalFoundries,,,,silicon
133,DLTR,20.40B,94.93,-0.11%,"1,388,574",Dollar Tree,,,,silicon
286,AMKR,7.49B,30.39,6.52%,"1,338,113",Amkor Technology,,,,silicon
18,LIN,213.70B,447.54,1.29%,"1,330,364",Linde ,,,,silicon
82,EA,38.84B,147.02,1.81%,"1,322,808",Electronic Arts,,,,silicon
11,ASML,340.74B,876.65,4.82%,"1,319,108",ASML,,,,silicon
55,MAR,60.75B,215.8,0.48%,"1,314,958",Marriott International,,,,silicon
419,CRDO,4.44B,26.87,8.13%,"1,312,485",Credo Technology,,,,silicon
301,RVMD,7.01B,41.98,-0.69%,"1,308,156",Revolution Medicines,,,,silicon
91,FANG,35.23B,197.49,3.19%,"1,305,154",Diamondback Energy,,,,silicon
168,BSY,15.62B,49.25,5.10%,"1,303,348",Bentley Systems,,,,silicon
467,ASO,3.57B,49.54,3.68%,"1,298,609",Academy Sports and Outdoors,,,,silicon
190,GLPI,13.54B,49.33,0.41%,"1,292,015",Gaming and Leisure Properties,,,,silicon
457,URBN,3.74B,40.03,2.98%,"1,287,462",Urban Outfitters,,,,silicon
117,ZS,25.95B,171.71,3.32%,"1,280,551",Zscaler,,,,silicon
174,OKTA,14.91B,88.65,3.37%,"1,271,740",Okta,,,,silicon
25,ISRG,164.75B,463.61,3.19%,"1,252,912",Intuitive Surgical,,,,silicon
462,PAGP,3.68B,18.67,2.08%,"1,247,833",Plains GP ,,,,silicon
202,TRMB,12.59B,51.54,1.88%,"1,244,554",Trimble,,,,silicon
234,LKQ,10.37B,39.41,1.52%,"1,244,412",LKQ ,,,,silicon
218,CYBR,11.37B,263.59,8.26%,"1,240,836",CyberArk Software,,,,silicon
353,VRNS,6.03B,53.75,5.21%,"1,230,329",Varonis Systems,,,,silicon
232,PPC,10.53B,44.42,0.84%,"1,225,734",Pilgrim's Pride ,,,,silicon
430,CRSP,4.24B,47.86,1.25%,"1,224,876",CRISPR Therapeutics,,,,silicon
360,ONB,5.75B,18.02,1.81%,"1,182,484",Old National Bancorp,,,,silicon
304,LBTYK,6.98B,19.3,0.57%,"1,170,518",Liberty Global,,,,silicon
142,HOLX,19.37B,83.39,1.83%,"1,168,645",Hologic,,,,silicon
311,LSXMK,6.92B,21.19,0.81%,"1,157,558",Liberty SiriusXM,,,,silicon
324,CGNX,6.65B,38.75,3.75%,"1,148,113",Cognex ,,,,silicon
149,RYAAY,17.72B,102.12,4.42%,"1,117,930",Ryanair  ,,,,silicon
45,SNPS,78.91B,515.03,5.11%,"1,088,893",Synopsys,,,,silicon
370,SATS,5.46B,20.08,3.19%,"1,082,721",EchoStar ,,,,silicon
121,NTAP,24.54B,119.22,2.57%,"1,080,389",NetApp,,,,silicon
153,PFG,17.24B,74.43,1.81%,"1,069,052",Principal Financial,,,,silicon
103,BIIB,29.73B,204.07,2.15%,"1,064,139",Biogen,,,,silicon
159,NTRS,16.84B,83.5,0.68%,"1,031,647",Northern Trust ,,,,silicon
203,IBKR,12.57B,115.48,2.40%,"1,029,071",Interactive Brokers,,,,silicon
88,ACGL,36.85B,98.4,1.65%,"1,021,450",Arch Capital,,,,silicon
315,ZION,6.82B,46.16,1.45%,"1,019,742",Zions Ban National Association,,,,silicon
317,MASI,6.81B,127.94,4.21%,"1,015,510",Masimo ,,,,silicon
23,INTU,175.03B,626.12,2.74%,"1,011,955",Intuit,,,,silicon
39,KLAC,101.13B,752.29,7.82%,"1,009,792",KLA ,,,,silicon
355,GRFS,5.98B,7.38,-0.67%,"1,002,418",Grifols,,,,silicon
253,LNW,9.08B,102.31,1.80%,"999,382",Light & Wonder,,,,silicon
156,MDB,17.20B,234.48,4.26%,"991,990",MongoDB,,,,silicon
372,TMDX,5.40B,161.85,10.97%,"991,211",TransMedics,,,,silicon
325,GNTX,6.62B,28.74,0.03%,"987,560",Gentex ,,,,silicon
393,COLB,4.91B,23.46,1.60%,"980,321",Columbia Banking System,,,,silicon
158,GMAB,16.95B,27.07,2.31%,"963,169",Genmab,,,,silicon
460,ICUI,3.70B,151.35,24.27%,"962,799",ICU Medical,,,,silicon
275,ITCI,7.86B,74.42,1.07%,"957,069",Intra-Cellular Therapies,,,,silicon
146,COO,18.54B,93.09,1.41%,"950,975",Cooper Companies,,,,silicon
256,HAS,8.92B,64.02,1.46%,"945,048",Hasbro,,,,silicon
409,BBIO,4.60B,24.48,2.34%,"940,559",BridgeBio Pharma,,,,silicon
209,NTNX,12.12B,49.16,3.58%,"939,129",Nutanix,,,,silicon
297,IEP,7.18B,15.91,-0.56%,"938,262",Icahn Enterprises,,,,silicon
313,HALO,6.90B,54.46,0.63%,"936,629",Halozyme Therapeutics,,,,silicon
165,ALGN,16.00B,214.15,4.96%,"932,864",Align Technology,,,,silicon
434,VNOM,4.18B,45.74,3.53%,"930,588",Viper Energy,,,,silicon
242,BRKR,9.58B,63.32,5.01%,"929,841",Bruker ,,,,silicon
183,LNT,14.34B,55.9,-0.05%,"915,556",Alliant Energy ,,,,silicon
276,CROX,7.82B,131.75,4.41%,"913,300",Crocs,,,,silicon
184,PODD,13.99B,199.79,4.94%,"910,028",Insulet ,,,,silicon
358,BPMC,5.79B,91.44,0.65%,"897,588",Blueprint Medicines ,,,,silicon
308,IONS,6.95B,47.51,1.50%,"896,031",Ionis Pharmaceuticals,,,,silicon
201,REG,12.65B,69.89,0.40%,"873,870",Regency Centers ,,,,silicon
125,TROW,23.34B,104.84,1.95%,"859,630",T. Rowe Price,,,,silicon
476,FORM,3.45B,44.54,3.32%,"857,968",FormFactor,,,,silicon
248,RGEN,9.34B,166.79,2.65%,"853,744",Repligen ,,,,silicon
241,SFM,9.60B,95.92,1.86%,"853,726",Sprouts Farmers Market,,,,silicon
65,ADSK,51.57B,239.29,2.89%,"851,342",Autodesk,,,,silicon
401,OZK,4.69B,41.33,1.62%,"848,041",Bank OZK,,,,silicon
78,MPWR,41.12B,843.52,11.42%,"840,201",Monolithic Power Systems,,,,silicon
178,NBIX,14.82B,146.73,1.80%,"839,170",Neurocrine Biosciences,,,,silicon
456,ACLS,3.75B,114.83,11.83%,"831,508",Axcelis Technologies,,,,silicon
412,RDNT,4.56B,61.67,8.40%,"826,713",RadNet,,,,silicon
437,SHC,4.15B,14.67,1.95%,"817,492",Sotera Health,,,,silicon
481,FTDR,3.42B,44.71,2.01%,"817,072",Frontdoor,,,,silicon
415,SLM,4.45B,20.45,2.56%,"816,005",SLM ,,,,silicon
64,CHTR,51.95B,363.94,2.83%,"811,287",Charter Communications,,,,silicon
124,TW,24.15B,113.28,2.40%,"791,842",Tradeweb Markets,,,,silicon
170,NWS,15.42B,27.76,2.89%,"787,476",News ,,,,silicon
93,ALNY,34.72B,270.46,3.96%,"775,491",Alnylam Pharmaceuticals,,,,silicon
395,TENB,4.85B,40.75,0.89%,"774,729",Tenable ,,,,silicon
371,SRCL,5.42B,58.37,0.27%,"774,060",Stericycle,,,,silicon
154,SSNC,17.21B,70.11,0.66%,"765,915",SS&C Technologies ,,,,silicon
337,REYN,6.32B,30.06,-1.67%,"763,344",Reynolds Consumer Products,,,,silicon
272,OLED,7.97B,167.99,6.51%,"759,684",Universal Display ,,,,silicon
169,ULTA,15.61B,327.11,1.81%,"748,553",Ulta Beauty,,,,silicon
106,CDW,28.36B,212.31,1.59%,"747,412",CDW ,,,,silicon
482,MRUS,3.41B,50.01,2.06%,"746,938",Merus,,,,silicon
134,CHKP,20.27B,179.51,0.86%,"729,435",Check Point Software Technologies,,,,silicon
258,VFS,8.74B,3.74,3.60%,"714,283",VinFast Auto,,,,silicon
46,EQIX,76.86B,809.48,3.74%,"713,919",Equinix,,,,silicon
425,IAC,4.28B,49.65,2.22%,"711,561",IAC,,,,silicon
367,VERX,5.54B,35.67,3.03%,"709,180",Vertex,,,,silicon
362,OLLI,5.69B,93.02,2.64%,"706,763",Ollie's Bargain Outlet ,,,,silicon
323,ACHC,6.66B,71.7,1.36%,"706,560",Acadia Healthcare,,,,silicon
226,MNDY,10.75B,215.89,4.08%,"703,291",monday,,,,silicon
281,WFRD,7.78B,106.39,4.16%,"700,294",Weatherford International ,,,,silicon
368,EXLS,5.50B,34.08,0.12%,"699,045",ExlService ,,,,silicon
110,TSCO,28.13B,260.92,3.56%,"694,157",Tractor Supply,,,,silicon
268,FUTU,8.10B,58.7,2.46%,"690,926",Futu ,,,,silicon
266,PCVX,8.22B,73.64,4.42%,"689,023",Vaxcyte,,,,silicon
300,CRUS,7.03B,131.57,6.10%,"688,315",Cirrus Logic,,,,silicon
405,TPG,4.66B,45.31,3.92%,"687,936",TPG,,,,silicon
416,RNA,4.45B,41.87,1.85%,"686,677",Avidity Biosciences,,,,silicon
333,TEM,6.42B,38.93,0.28%,"685,231",Tempus AI,,,,silicon
240,DOX,9.73B,83.95,2.79%,"683,758",Amdocs,,,,silicon
461,NCNO,3.69B,32.1,2.07%,"681,166",nCino,,,,silicon
210,LAMR,11.93B,116.62,2.24%,"676,954",Lamar Advertising,,,,silicon
397,AVT,4.82B,53.37,6.87%,"674,015",Avnet,,,,silicon
145,STLD,18.55B,120.21,0.92%,"673,867",Steel Dynamics,,,,silicon
249,LBRDK,9.27B,64.9,1.26%,"670,630",Liberty Broadband ,,,,silicon
498,CCOI,3.26B,68.79,1.94%,"668,539",Cogent Communications ,,,,silicon
162,ZBRA,16.59B,321.71,2.24%,"665,482",Zebra Technologies ,,,,silicon
310,LSXMA,6.93B,21.24,1.14%,"665,171",Liberty SiriusXM,,,,silicon
418,ITRI,4.44B,98.73,3.76%,"663,687",Itron,,,,silicon
177,LPLA,14.82B,198.23,1.60%,"661,576",LPL Financial ,,,,silicon
85,VRSK,37.69B,264.6,1.65%,"660,751",Verisk Analytics,,,,silicon
273,OTEX,7.96B,30.02,3.45%,"660,434",Open Text ,,,,silicon
384,OPCH,5.14B,30.03,2.74%,"658,791",Option Care Health,,,,silicon
381,BECN,5.16B,83.45,2.70%,"654,761",Beacon Roofing Supply,,,,silicon
148,FOX,17.73B,36.69,0.36%,"645,819",Fox ,,,,silicon
135,LINE,20.23B,88.57,2.79%,"642,815",Lineage,,,,silicon
305,JAZZ,6.98B,112.97,0.64%,"640,862",Jazz Pharmaceuticals ,,,,silicon
453,SGRY,3.79B,29.98,4.79%,"640,757",Surgery Partners,,,,silicon
341,FRPT,6.27B,129.3,0.81%,"632,637",Freshpet,,,,silicon
396,ACIW,4.85B,46.31,2.09%,"620,795",ACI Worldwide,,,,silicon
402,NVEI,4.69B,33.12,0.36%,"618,506",Nuvei ,,,,silicon
32,REGN,120.17B,"1,113.35",4.27%,"617,626",Regeneron Pharmaceuticals,,,,silicon
440,CAMT,4.08B,90.11,5.43%,"607,739",Camtek,,,,silicon
141,BGNE,19.42B,183.03,3.56%,"606,107",BeiGene,,,,silicon
443,BRZE,4.04B,39.78,6.59%,"604,532",Braze,,,,silicon
406,RARE,4.63B,50.29,2.76%,"588,159",Ultragenyx Pharmaceutical,,,,silicon
228,FTAI,10.71B,104.76,3.95%,"581,033",FTAI Aviation,,,,silicon
375,MDGL,5.29B,243.64,4.08%,"554,076",Madrigal Pharmaceuticals,,,,silicon
403,QLYS,4.68B,127.13,1.43%,"547,150",Qualys,,,,silicon
468,CORT,3.56B,34.07,0.06%,"546,643",Corcept Therapeutics,,,,silicon
475,POWI,3.46B,60.92,1.91%,"543,500",Power Integrations,,,,silicon
151,VRSN,17.30B,177.27,1.17%,"540,547",VeriSign,,,,silicon
361,GLBE,5.74B,34.35,2.88%,"539,976",Global-E Online,,,,silicon
439,IMVT,4.12B,28.12,4.23%,"534,905",Immunovant,,,,silicon
144,BNTX,19.15B,80.53,1.62%,"534,447",BioNTech,,,,silicon
289,MIDD,7.41B,137.74,0.69%,"532,354",Middleby ,,,,silicon
235,LEGN,10.37B,56.91,3.36%,"531,314",Legend Biotech ,,,,silicon
342,HQY,6.26B,71.92,3.20%,"521,398",HealthEquity,,,,silicon
394,UBSI,4.89B,36.22,2.43%,"519,673",United Bankshares,,,,silicon
294,MTSI,7.28B,100.88,5.16%,"510,732",MACOM Technology Solutions ,,,,silicon
132,PTC,20.47B,170.42,1.94%,"505,011",PTC,,,,silicon
79,IDXX,39.83B,483.91,3.61%,"497,633",IDEXX Laboratories,,,,silicon
494,ALRM,3.29B,65.6,1.91%,"496,085",Alarm ,,,,silicon
302,TLN,6.99B,119.48,2.61%,"486,458",Talen Energy ,,,,silicon
441,AXSM,4.08B,85,1.37%,"479,299",Axsome Therapeutics,,,,silicon
230,NICE,10.66B,171,3.95%,"465,283",NICE,,,,silicon
364,PEGA,5.56B,65.08,1.50%,"465,274",Pegasystems,,,,silicon
445,CRNX,4.00B,50.74,5.05%,"459,513",Crinetics Pharmaceuticals,,,,silicon
373,NXST,5.37B,163.55,-4.86%,"459,215",Nexstar Media,,,,silicon
488,SRAD,3.34B,11.21,1.91%,"456,485",Sportradar,,,,silicon
306,AAON,6.97B,86.07,0.17%,"454,793",AAON,,,,silicon
220,TXRH,11.21B,168.09,2.04%,"454,459",Texas Roadhouse,,,,silicon
161,JBHT,16.71B,163.86,0.60%,"454,223",J.B. Hunt Transport Services,,,,silicon
126,SBAC,23.31B,216.89,0.89%,"454,005",SBA Communications ,,,,silicon
236,MMYT,10.27B,93.56,5.61%,"452,523",MakeMyTrip,,,,silicon
465,TFSL,3.63B,13.06,2.83%,"446,679",TFS Financial ,,,,silicon
293,DRS,7.30B,27.67,4.93%,"442,152",Leonardo DRS,,,,silicon
98,ARGX,30.50B,525.25,5.65%,"441,683",argenx,,,,silicon
338,NVMI,6.28B,216.22,19.48%,"431,730",Nova,,,,silicon
223,FFIV,11.04B,189.35,1.77%,"431,626",F5,,,,silicon
328,CVLT,6.49B,148.52,4.61%,"423,119",Commvault Systems,,,,silicon
389,FFIN,4.98B,35.09,2.39%,"416,945",First Financial Bankshares,,,,silicon
319,LNTH,6.75B,97.26,1.21%,"412,065",Lantheus ,,,,silicon
413,NUVL,4.53B,70.24,4.15%,"406,803",Nuvalent,,,,silicon
421,EEFT,4.39B,97.73,1.92%,"397,208",Euronet Worldwide,,,,silicon
194,AZPN,13.22B,209.04,0.99%,"394,728",Aspen Technology,,,,silicon
225,WING,10.87B,370.97,3.42%,"392,451",Wingstop,,,,silicon
192,POOL,13.42B,350.73,0.42%,"389,762",Pool ,,,,silicon
263,SEIC,8.46B,65.15,1.94%,"389,317",SEI Investments,,,,silicon
285,ALTR,7.57B,89.22,4.47%,"385,020",Altair Engineering,,,,silicon
224,EWBC,10.92B,78.51,1.38%,"381,638",East West Bancorp,,,,silicon
252,WIX,9.16B,163.72,4.71%,"378,124",Wix,,,,silicon
265,RGLD,8.40B,127.93,-0.40%,"376,316",Royal Gold,,,,silicon
493,PCH,3.30B,41.78,-1.39%,"372,138",PotlatchDeltic ,,,,silicon
33,BKNG,113.81B,"3,394.85",2.70%,"372,128",Booking ,,,,silicon
480,TRMD,3.43B,36.78,1.49%,"364,832",TORM ,,,,silicon
278,CBSH,7.80B,60.49,1.07%,"359,294",Commerce Bancshares,,,,silicon
118,ICLR,25.92B,313.04,2.11%,"351,973",ICON,,,,silicon
380,SIGI,5.18B,85.07,0.90%,"351,427",Selective Insurance,,,,silicon
47,CTAS,75.62B,750.43,1.38%,"346,063",Cintas ,,,,silicon
237,SAIA,10.20B,384.71,0.93%,"344,656",Saia,,,,silicon
432,HWC,4.21B,48.71,2.31%,"343,132",Hancock Whitney ,,,,silicon
469,IDCC,3.50B,139.46,2.24%,"342,018",InterDigital,,,,silicon
207,JKHY,12.20B,167.35,0.81%,"341,729",Jack Henry & Associates,,,,silicon
197,LOGI,12.98B,85.48,2.13%,"340,863",Logitech International,,,,silicon
40,MELI,94.77B,"1,869.40",0.52%,"340,801",MercadoLibre,,,,silicon
139,CINF,19.90B,127.36,0.86%,"339,261",Cincinnati Financial ,,,,silicon
60,ROP,56.07B,523.02,1.51%,"338,295",Roper Technologies,,,,silicon
451,SANM,3.83B,70.17,4.47%,"337,066",Sanmina ,,,,silicon
399,COLM,4.79B,81.81,1.67%,"336,422",Columbia Sportswear,,,,silicon
259,PCTY,8.72B,156.88,3.00%,"334,709",Paylocity ,,,,silicon
489,ALKT,3.34B,33.7,5.21%,"328,123",Alkami Technology,,,,silicon
180,UTHR,14.73B,331.04,2.73%,"327,627",United Therapeutics ,,,,silicon
114,ANSS,27.01B,309.06,3.43%,"326,323",ANSYS,,,,silicon
245,WWD,9.40B,157.61,3.03%,"316,167",Woodward,,,,silicon
173,MANH,15.19B,248.09,3.66%,"304,771",Manhattan Associates,,,,silicon
427,OS,4.27B,27.25,0.78%,"303,678",OneStream,,,,silicon
365,COOP,5.55B,86.06,3.59%,"297,881",Mr. Cooper,,,,silicon
470,AXNX,3.50B,68.54,0.13%,"295,867",Axonics,,,,silicon
108,WTW,28.22B,277.92,0.90%,"293,606",Willis Towers Watson,,,,silicon
366,HLNE,5.54B,136.75,3.88%,"291,981",Hamilton Lane,,,,silicon
408,UMBF,4.61B,94.49,3.01%,"291,926",UMB Financial ,,,,silicon
428,PECO,4.26B,34.74,0.38%,"287,666",Phillips Edison &,,,,silicon
491,STRL,3.32B,107.91,3.80%,"286,954",Sterling Infrastructure,,,,silicon
478,CALM,3.43B,69.99,0.19%,"285,138",Cal-Maine Foods,,,,silicon
376,MMSI,5.29B,90.82,2.44%,"278,040",Merit Medical Systems,,,,silicon
455,AEIS,3.75B,99.44,3.93%,"275,588",Advanced Energy Industries,,,,silicon
239,CHDN,9.90B,134.86,1.83%,"267,972",Churchill Downs,,,,silicon
257,MKTX,8.75B,231.89,1.12%,"264,490",MarketAxess ,,,,silicon
322,PNFP,6.67B,87.14,2.40%,"261,405",Pinnacle Financial Partners,,,,silicon
474,LLYVK,3.47B,37.81,1.83%,"256,304",Liberty Live,,,,silicon
53,ORLY,65.28B,"1,120.90",1.07%,"255,904",O'Reilly Automotive,,,,silicon
392,AVAV,4.93B,176.43,5.63%,"253,598",AeroVironment,,,,silicon
379,KRYS,5.18B,180.37,3.25%,"244,560",Krystal Biotech,,,,silicon
349,WTFC,6.06B,98.14,2.00%,"244,353",Wintrust Financial ,,,,silicon
212,MEDP,11.83B,382.47,3.95%,"230,701",Medpace ,,,,silicon
204,TTEK,12.41B,231.76,1.36%,"228,319",Tetra Tech,,,,silicon
435,PI,4.18B,148.61,7.32%,"224,148",Impinj,,,,silicon
321,LSTR,6.73B,189.74,1.01%,"220,509",Landstar System,,,,silicon
429,TSEM,4.24B,38.19,3.19%,"220,090",Tower Semiconductor,,,,silicon
295,ASND,7.22B,125.98,1.91%,"212,849",Ascendis Pharma,,,,silicon
312,BPOP,6.90B,95.41,1.52%,"205,008",Popular,,,,silicon
500,SLAB,3.25B,100.67,6.74%,"203,935",Silicon Laboratories,,,,silicon
344,SAIC,6.23B,121.64,1.96%,"199,819",Science Applications International ,,,,silicon
271,ENSG,7.98B,140.81,2.03%,"198,911",Ensign,,,,silicon
444,RUSHA,4.03B,51.31,2.62%,"198,442",Rush Enterprises,,,,silicon
191,NDSN,13.48B,235.45,1.18%,"195,013",Nordson ,,,,silicon
490,IESC,3.32B,166.26,6.80%,"193,049",IES ,,,,silicon
386,FCFS,5.06B,113.12,1.33%,"187,439",FirstCash ,,,,silicon
351,CWST,6.04B,103.86,0.85%,"181,263",Casella Waste Systems,,,,silicon
227,LECO,10.72B,189.08,1.10%,"174,589",Lincoln Electric ,,,,silicon
352,NSIT,6.03B,185.2,1.43%,"172,019",Insight Enterprises,,,,silicon
433,CNXC,4.19B,64.17,2.90%,"162,070",Concentrix ,,,,silicon
423,FIZZ,4.37B,46.7,0.67%,"159,204",National Beverage ,,,,silicon
454,OTTR,3.79B,90.5,2.04%,"158,422",Otter Tail ,,,,silicon
499,DORM,3.25B,105.74,-0.04%,"154,846",Dorman Products,,,,silicon
187,CASY,13.94B,375.52,2.17%,"152,177",Casey's General Stores,,,,silicon
157,FWONA,17.08B,67.4,-4.61%,"150,137",Formula One,,,,silicon
378,FRHC,5.26B,86.56,2.63%,"149,856",Freedom ,,,,silicon
282,APPF,7.78B,214.42,1.28%,"148,238",AppFolio,,,,silicon
466,IBOC,3.62B,58.22,2.23%,"131,963",International Bancshares ,,,,silicon
296,UFPI,7.20B,118.11,0.97%,"131,925",UFP Industries,,,,silicon
382,ACT,5.16B,33.14,1.38%,"128,164",Enact ,,,,silicon
414,FELE,4.49B,98.34,2.48%,"127,090",Franklin Electric Co.,,,,silicon
287,SPSC,7.44B,198.51,5.04%,"122,659",SPS Commerce,,,,silicon
436,LOPE,4.16B,143.35,0.79%,"120,632",Grand Canyon Education,,,,silicon
377,EXPO,5.27B,103.91,1.66%,"117,766",Exponent,,,,silicon
343,NOVT,6.25B,174.11,3.42%,"115,874",Novanta,,,,silicon
486,HCM,3.37B,19.85,1.12%,"110,768",HUTCHMED (China),,,,silicon
267,DSGX,8.11B,95.16,1.36%,"109,864",Descartes Systems,,,,silicon
477,LLYVA,3.45B,37.01,2.12%,"109,736",Liberty Live,,,,silicon
449,BLKB,3.86B,76.39,-0.08%,"108,541",Blackbaud,,,,silicon
128,KSPI,22.84B,120.19,1.43%,"108,130",Joint Stock Kaspi.kz,,,,silicon
250,LBRDA,9.25B,63.81,1.40%,"102,656",Liberty Broadband ,,,,silicon
400,ESGR,4.70B,320.4,0.52%,"98,704",Enstar,,,,silicon
105,FCNCA,28.50B,"1,961.49",2.12%,"98,555",First Citizens BancShares,,,,silicon
340,BOKF,6.27B,97.79,1.68%,"96,745",BOK Financial ,,,,silicon
390,DOOO,4.94B,67.4,1.97%,"94,247",BRP,,,,silicon
374,LANC,5.29B,192.28,0.73%,"86,421",Lancaster Colony ,,,,silicon
424,IPAR,4.30B,134.22,1.15%,"85,734",Inter Parfums,,,,silicon
369,BCPC,5.46B,168.18,3.27%,"83,505",Balchem ,,,,silicon
320,CIGI,6.74B,134.34,2.13%,"81,640",Colliers International,,,,silicon
354,LFUS,6.01B,242.62,3.73%,"81,262",Littelfuse,,,,silicon
492,JJSF,3.30B,169.78,2.70%,"75,079",J&J Snack Foods ,,,,silicon
422,TIGO,4.38B,25.59,1.35%,"59,801",Millicom International Cellular,,,,silicon
284,FSV,7.62B,169.5,1.12%,"57,735",FirstService ,,,,silicon
496,BANF,3.28B,99.27,2.16%,"53,693",BancFirst ,,,,silicon
195,MORN,13.08B,305.39,1.51%,"53,042",Morningstar,,,,silicon
479,WDFC,3.43B,253.09,1.33%,"52,979",WD-40,,,,silicon
495,ALVO,3.29B,10.9,-1.00%,"52,084",Alvotech,,,,silicon
398,CSWI,4.82B,310.49,3.24%,"47,483",CSW Industrials,,,,silicon
458,LOT,3.73B,5.51,-2.48%,"45,034",Lotus Technology,,,,silicon
291,PARAA,7.33B,23,0.26%,"43,145",Paramount Global,,,,silicon
127,ERIE,23.28B,445.2,1.57%,"42,374",Erie Indemnity,,,,silicon
363,CACC,5.61B,463.13,1.01%,"37,994",Credit Acceptance ,,,,silicon
222,COKE,11.04B,"1,259.83",0.51%,"37,559",Coca-Cola Consolidated,,,,silicon
107,FER,28.35B,39.3,-,"31,148",Ferrovial,,,,silicon
261,ESLT,8.50B,191.17,2.56%,"30,561",Elbit Systems,,,,silicon
383,CRVL,5.15B,300.53,4.03%,"28,562",CorVel ,,,,silicon
109,FCNCO,28.14B,22.74,0.93%,"22,589",First Citizens BancShares,,,,silicon
448,RUSHB,3.92B,44.89,3.17%,"15,186",Rush Enterprises,,,,silicon
303,LBTYB,6.98B,18.77,1.02%,121,Liberty Global,,,,silicon
309,LSXMB,6.93B,21.83,-,1,Liberty SiriusXM,,,,silicon